cluster,id
0,001A03E06F3C
0,00C819ADE423
0,00F22B7F3998
0,01457B62F341
0,015EFD1810D4
0,01A4CE59DEBA
0,01E2760617E5
0,023CEE52C08C
0,02A3B1840EF9
0,02F01A6790C1
0,02F578DD1D0B
0,035829B3FE6C
0,035D5455503C
0,0411A43FF828
0,04217B837E28
0,04C617A26D38
0,04CD9AA9ECC5
0,0548DE784D69
0,0557D6B9B3E5
0,058E59F921DB
0,05B7173F6A11
0,05E82CD3394E
0,067A034D38A9
0,06FA7149EBB4
0,072F9AEEC965
0,07513FA6981C
0,07BA21CDD703
0,07ECEB4E4BE1
0,0885AF436778
0,08EEB6CF8D36
0,09653E069EBC
0,099985A2A99C
0,09EE9A3D3248
0,0A6E7B9813A4
0,0B0C03A04CDF
0,0B1B547521F1
0,0B508FD837EF
0,0B81C3067FF2
0,0B8634776EAF
0,0B87B0B3278C
0,0B89E2CD19A2
0,0C4BA06E1386
0,0C71097D3AE1
0,0C897BA8D8C1
0,0CB40DD64679
0,0CD429B703F2
0,0D34A4F5331B
0,0D359BCEE452
0,0DC3BDC76434
0,0DF37DD497A2
0,0E424AAB5B39
0,0E49EB72AAA4
0,0E7310FC907B
0,0EBD16DD8BBD
0,0EBFB60A0CE6
0,0ED28D8A5EC4
0,0F23D0A1E0F0
0,0F987B0C7169
0,0F9DA543D852
0,1010F320FABB
0,102F13317092
0,1065FF2AEEB9
0,107007068889
0,1073917E4351
0,10B28752BA07
0,11254285786E
0,1155F7A18D6C
0,11823089B61E
0,11B9AC1814C8
0,11D340267D98
0,1289C8AF32C4
0,13326EED1708
0,13C74967CE1B
0,13D9D5B7BD53
0,13E31C8699DF
0,144FB09B0949
0,14C7FF5158AD
0,14F40F4EBB8F
0,151F9011BF04
0,1542F0A93AA8
0,15A4F9A6C915
0,15E106AF20A7
0,15FCF05A7216
0,161DEDCDD17D
0,16BC1308032A
0,17C8110957BA
0,18348CF6A3F7
0,187FEAAD43C6
0,190AFBD22BBF
0,1911B040B77B
0,1A4F3014C3B4
0,1A72E7E7F1F2
0,1A855ABD33BD
0,1B0B7D83419C
0,1B241587A2A6
0,1B593EED2F3A
0,1B61ACF51694
0,1B976DF43007
0,1BC1E6EAB178
0,1BD82BE8C639
0,1C41622B0A7A
0,1C8340F2AEE0
0,1CA42E3EA730
0,1CF48E3DD535
0,1D6188632F9B
0,1D620B5FACBD
0,1D8FBF99975A
0,1D917FDFADF7
0,1E21065D4CDF
0,1E235AB03C8A
0,1E4261B396CD
0,1ED5037C1462
0,1F07CBB60940
0,1F5803EA5DE5
0,1FB2C0AFFDA9
0,1FD98DABF889
0,205A433D0CAC
0,206E20C8011B
0,20A9AB3F88CD
0,20E41EFD4FB8
0,20F9EE3FEC1F
0,21B6AF900F82
0,22715C8105CB
0,229D813111B2
0,22C152CE5B3E
0,22FBB7ED7597
0,231FDA202B25
0,2327F7A3128C
0,23982EC8FF86
0,23C653E16CC8
0,2414D2AF4D56
0,24AD94A6AB3E
0,254885979465
0,254DB921E152
0,255F29455E8B
0,25A947E0EDC5
0,25AB1A453D24
0,25BB216B0293
0,279E53FA45F6
0,2826AD5F2F15
0,28797216EAA7
0,288312CEAF6E
0,28B41BD59C3D
0,28ED24DB496C
0,291AAEA628E1
0,294873B8193A
0,29710DAB0A1A
0,2971AA64D618
0,29C8FE930E22
0,2A53E83B0090
0,2A665076893F
0,2A7755E94148
0,2A82FA178ECB
0,2AA5F0CAEC6A
0,2AA857755DA3
0,2AC4EE3FFE08
0,2AF0D4565FBC
0,2B09B90BECB2
0,2B3601A69135
0,2B48EAC02BF3
0,2B573F9EF4B0
0,2B70515BBC9E
0,2C2C377C45D0
0,2C6E6657FBFA
0,2C8EB67B3FC6
0,2CB9576B732B
0,2D13EF90C1FA
0,2D19BA5A2CCB
0,2D35D2209C2C
0,2D644290FFF5
0,2D7801A4C987
0,2D9010823094
0,2DABAC90201A
0,2DC33D804E4A
0,2E161B99DEE3
0,2E4A8624CB67
0,2E67DBD40D46
0,2EB66414474A
0,2F5986C99FA9
0,3085F5ECF4B0
0,30E611671A72
0,316F3A2E2E5F
0,318CF7D2CA80
0,3193A59E5543
0,31B358884D0B
0,325B922888A7
0,327077093C68
0,32A121824D02
0,333E6442C28B
0,347400AF7204
0,35041DB0D9A8
0,352777B2AE3D
0,35358FDEE12D
0,354B91E06CF0
0,3552B9EDEBFB
0,35C0AB9FA522
0,35DA1D474645
0,360DAF43CFF9
0,3713AC622BFF
0,3799E21B6EC3
0,37D329C27338
0,37D7B6975F21
0,38973557F499
0,38DD98A04439
0,38EB926DE7F0
0,38F38B0E6F05
0,38F668E609B3
0,392F93BC6499
0,3953C5322348
0,396DC89B7485
0,39BA457D842C
0,39CAEB5135DB
0,39EE8E717661
0,3A240B2C1380
0,3A470BB86BFE
0,3AA63F8F7D47
0,3AFCB4C6285D
0,3B10FD21BF95
0,3B39F96552F6
0,3B783778AA40
0,3BB9E5810173
0,3BBD17BCB443
0,3BD4064486ED
0,3BDE1763ECDA
0,3BFD98581812
0,3C01D1FB2BBF
0,3C0B0AE82FE1
0,3C9D9C9C1A16
0,3CEF69F60CAF
0,3D3E4F0B74D2
0,3D84D6011B1E
0,3D9CBC4F434F
0,3DA81D432A0F
0,3DC83E501E90
0,3E2658E49362
0,3E6D1917A314
0,3E7CF0FBAF5C
0,3E914F66058C
0,3EEBAD2DC744
0,3F0A1388CDCE
0,3F0C266099A0
0,3F612C6BD191
0,3F949C10F639
0,3F94E51E4226
0,3FC1377C323B
0,40734824C227
0,40BDB6D6B9A7
0,40EB2F6B5E75
0,412AE089F07D
0,413FE0669882
0,4147DA384973
0,4164C4264ABA
0,41CE5718C5EE
0,41DAE20A16DF
0,41E37DB7A063
0,4200B5E4E9DF
0,42BDA16EAE34
0,43121098266D
0,4397809A2D94
0,43F38F3AAF7A
0,440790E93DC0
0,446C81F7D0B7
0,44B560256490
0,44D73D95E310
0,44DF080F942A
0,45BE83DEE3ED
0,45D591EAE2AE
